molecule,solvent,label
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=C(O)C=C5)N4[B-](F)(F)[N+]2=C1/C=C/C6=CC=C(O)C=C6,ClCCl,677
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=C(N(C)C)C=C5)N4[B-](F)(F)[N+]2=C1/C=C/C6=CC=C(N(C)C)C=C6,ClCCl,754
F[B-]([N+]1=C(C=C(C2=CC=C(OC)C=C2)O3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C=C(C7=CC=C(OC)C=C7)O6,C1CCCO1,722
F[B-]([N+]1=C(C=C(C2=CC=C(OC)C=C2)S3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C=C(C7=CC=C(OC)C=C7)S6,C1CCCO1,730
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)O3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C(Br)=C(C7=CC=C(OC)C=C7)O6,ClC(Cl)Cl,738
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)O3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C(Br)=C(C7=CC=C(OC)C=C7)O6,C1CCCO1,732
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)S3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C(Br)=C(C7=CC=C(OC)C=C7)S6,C1CCCO1,717
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)O3)C3=C(Br)C1=C4C(F)(F)F)(F)N5C4=C(Br)C6=C5C(Br)=C(C7=CC=C(OC)C=C7)O6,ClC(Cl)Cl,746
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)O3)C3=C(Br)C1=C4C(F)(F)F)(F)N5C4=C(Br)C6=C5C(Br)=C(C7=CC=C(OC)C=C7)O6,C1CCCO1,741
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)S3)C3=C(Br)C1=C4C(F)(F)F)(F)N5C4=C(Br)C6=C5C(Br)=C(C7=CC=C(OC)C=C7)S6,ClC(Cl)Cl,766
F[B-]([N+]1=C(C(Br)=C(C2=CC=C(OC)C=C2)S3)C3=C(Br)C1=C4C(F)(F)F)(F)N5C4=C(Br)C6=C5C(Br)=C(C7=CC=C(OC)C=C7)S6,C1CCCO1,764
F[B-]([N+]1=C(/C=C/C2=CC=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=CC=C7,ClCCl,686
F[B-]([N+]1=C(/C=C/C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=CC=C7,ClCCl,704
F[B-]([N+]1=C(/C=C/C2=CC=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C(CC7)=C5C8=C7C=C(OC)C=C8,ClCCl,731
F[B-]([N+]1=C(/C=C/C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C(CC7)=C5C8=C7C=C(OC)C=C8,ClCCl,746
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClCCl,708
F[B-]([N+]1=C(C(C=C(C=C2)C3=C4C=CC5=C3C2=CC=C5)=C4CC6)C6=C(C7=CC=CC=C7)C1=N8)(F)N9C8=C(C%10=CC=CC=C%10)C%11=C9C%12=C(C(C=CC%13=C%14C(C=C%15)=CC=C%13)=C%14C%15=C%12)CC%11,ClCCl,746
F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9,C1CCCO1,761
F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9,C1=CC=CC=C1,765
F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9,ClCCl,762
F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9,[H]C(N(C)C)=O,764
F[B-]([N+]1=C(C2=CC=CC=C2OC)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=C(OC)C=CC=C9,C1CCCO1,738
C12=C(C=C(C=CC=C3)C3=C4)C4=C(C5=CC=CC=C5O6)N1[B-]6(O7)[N+]8=C(C9=C7C=CC=C9)C(C=C(C=CC=C%10)C%10=C%11)=C%11C8=C2,C1CCCO1,830
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C(F)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(F)C=C6)C=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,688
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C(N=[N+]=[N-])C=C3)C1=N4)(F)N5C4=C(C6=CC=C(N=[N+]=[N-])C=C6)C=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,710
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C(F)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(N)C=C6)C=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,699
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=C(F)C=C6)C=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,688
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=C(Br)S5)S6)C6=C4Br)=CC7=C2C=C(C8=CC=C(Br)S8)S7,C1CCCO1,688
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=C(Br)S5)S6)C6=C4Br)=CC7=C2C=C(C8=CC=C(Br)S8)S7,ClCCl,698
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7,CC#N,673
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7,C1CCCO1,679
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7,ClCCl,684
F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7,CC1=CC=CC=C1,687
CC1=NC(C(C#N)=C2N(C(C3=CC=C(OCCCCCCCC)C=C3)=C4C2=C(C5=CC=C(OCCCCCCCC)C=C5)N6C4=C(C#N)C(N=C(C)C=C7C)=[N+]7[B-]6(F)F)[B-]8(F)F)=[N+]8C(C)=C1,ClC(Cl)Cl,684
F[B-]1(F)[N+]2=C(OC3=C2C=C(C(C)(C)C)C=C3)C(C#N)=C4N1C(C5=CC=C(OCCCCCCCC)C=C5)=C6C4=C(C7=CC=C(OCCCCCCCC)C=C7)N8C6=C(C#N)C(OC9=C%10C=C(C(C)(C)C)C=C9)=[N+]%10[B-]8(F)F,ClC(Cl)Cl,690
CC1=CC=CC2=[N+]1[B-](F)(F)N(C(C3=CC=C(OCCCCCCCC)C=C3)=C4C5=C(C6=CC=C(OCCCCCCCC)C=C6)N7C4=C(C#N)C(C=CC=C8C)=[N+]8[B-]7(F)F)C5=C2C#N,ClC(Cl)Cl,707
F[B-]1(F)[N+]2=C(SC3=C2C=CC(C(C)(C)C)=C3)C(C#N)=C4N1C(C5=CC=C(OCCCCCCCC)C=C5)=C6C4=C(C7=CC=C(OCCCCCCCC)C=C7)N8C6=C(C#N)C(SC9=C%10C=CC(C(C)(C)C)=C9)=[N+]%10[B-]8(F)F,ClC(Cl)Cl,732
F[B-]1(F)[N+]2=C(C(C#N)=C3N1C(C4=CC=C(OCCCCCCCC)C=C4)=C5C3=C(C6=CC=C(OCCCCCCCC)C=C6)N7C5=C(C#N)C(C=CC8=C9C=CC(C(C)(C)C)=C8)=[N+]9[B-]7(F)F)C=CC%10=C2C=CC(C(C)(C)C)=C%10,ClC(Cl)Cl,754
F[B-]1(F)[N+]2=C(C(C#N)=C3N1C(C4=CC=C(OCCCCCCCC)C=C4)=C5C3=C(C6=CC=C(OCCCCCCCC)C=C6)N7C5=C(C#N)C(C=NC8=C9C=CC=C8)=[N+]9[B-]7(F)F)C=NC%10=C2C=CC=C%10,ClC(Cl)Cl,789
F[B-]1(F)[N+]2=C(C3=CC=CC4=CC=CC2=C34)N=C5N1C(C6=CC=C(OCCCCCCCC)C=C6)=C7C5=C(C8=CC=C(OCCCCCCCC)C=C8)N9C7=NC(C%10=CC=CC%11=CC=CC%12=C%10%11)=[N+]%12[B-]9(F)F,ClC(Cl)Cl,747
F[B-]1(F)[N+]2=C(SC3=C2C=CC=C3)N=C4N1C(C5=CC=C(N6CCCCC6)C=C5)=C7C4=C(C8=CC=C(N9CCCCC9)C=C8)N%10C7=NC(SC%11=C%12C=CC=C%11)=[N+]%12[B-]%10(F)F,ClC(Cl)Cl,733
F[B-]1(F)[N+]2=C(SC3=C2C=CC(OCCCCCCCC)=C3)N=C4N1C(C5=CC=CS5)=C6C4=C(C7=CC=CS7)N8C6=NC(SC9=C%10C=CC(OCCCCCCCC)=C9)=[N+]%10[B-]8(F)F,ClC(Cl)Cl,699
F[B-]1(F)[N+]2=C(C=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C2)N=C6C(C7=C(C8=CC=C(OCCCCCCC)C=C8)N61)=C(C9=CC=C(OCCCCCCC)C=C9)N(C7=N%10)[B-](F)(F)[N+]%11=C%10C=CC(C#CC%12=CC=C(N(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C%12)=C%11,CC1=CC=CC=C1,693
F[B-]1(F)[N+]2=C3C(SC(C4=CC=CC=C4)=C3)=CC2=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=CC=C7)S6)N15,ClCCl,688
FC(C=C1)=CC=C1C2=CC3=[N+]4C(C=C3S2)=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(F)C=C7)S6)N5[B-]4(F)F,ClCCl,698
CC(C=C1)=CC=C1C2=CC3=[N+]4C(C=C3S2)=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(C)C=C7)S6)N5[B-]4(F)F,ClCCl,709
F[B-]1(F)[N+]2=C3C(SC(C4=CC=C(OC)C=C4)=C3)=CC2=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(OC)C=C7)S6)N15,ClCCl,731
OC(C=C1)=CC=C1C2=CC3=[N+]4C(C=C3S2)=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(O)C=C7)S6)N5[B-]4(F)F,ClCCl,738
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9,CC1=CC=CC=C1,716
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9,ClCCl,714
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9,ClC(Cl)Cl,716
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9,C1CCCO1,712
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13,CC1=CC=CC=C1,674
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13,ClCCl,668
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13,ClC(Cl)Cl,670
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13,C1CCCO1,670
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13,CC1=CC=CC=C1,735
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13,ClCCl,733
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13,ClC(Cl)Cl,733
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13,C1CCCO1,731
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11,CC1=CC=CC=C1,712
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11,ClCCl,712
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11,ClC(Cl)Cl,711
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11,C1CCCO1,713
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11,CC1=CC=CC=C1,750
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11,ClCCl,752
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11,ClC(Cl)Cl,750
F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11,C1CCCO1,748
CC1=CC=C(C(C2=CC(C3=CC=C(C)S3)=C(C4=CC=C(C)S4)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C)S7)C(C8=CC=C(C)S8)=C6)C=C1,ClCCl,654
CC1=CC=C(C(C2=CC(C3=CC=C(CCCCCC)S3)=C(C4=CC=C(CCCCCC)S4)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(CCCCCC)S7)C(C8=CC=C(CCCCCC)S8)=C6)C=C1,ClCCl,659
CC1=CC=C(C(C2=CC(C3=CC=C(C4=CC=CC=C4)S3)=C(C5=CC=C(C6=CC=CC=C6)S5)N2[B-]7(F)F)=C8[N+]7=C(C9=CC=C(C%10=CC=CC=C%10)S9)C(C%11=CC=C(C%12=CC=CC=C%12)S%11)=C8)C=C1,ClCCl,681
CC(C(C1=CC=C(N(C)C)C=C1)=C2C)=C(N2[B-]3(F)F)C(C4=C(C5=CC=CC=N5)N=C6N4C=CC=C6)=C7[N+]3=C(C)C(C8=CC=C(N(C)C)C=C8)=C7C,ClCCl,574
CC(C(C1=CC=C(N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)=C4C)=C(N4[B-]5(F)F)C(C6=C(C7=CC=CC=N7)N=C8N6C=CC=C8)=C9[N+]5=C(C)C(C%10=CC=C(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C%10)=C9C,ClCCl,568
CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=C(C=CC=C4)C4=C(C)C5=C3C=CC=C5)N2[B-]6(F)F)=C7[N+]6=C(/C=C/C8=C(C=CC=C9)C9=C(C)C%10=C8C=CC=C%10)C=C7C)C=C1,CC1CCCO1,632
CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=CC=C(C=C4)C5=C3C=CC6=CC=CC4=C56)N2[B-]7(F)F)=C8[N+]7=C(/C=C/C9=C(C=CC%10=C%11C%12=CC=C%10)C%11=C(C=C%12)C=C9)C=C8C)C=C1,CC1CCCO1,691
F[B-]1(F)N2C(C(C3=CC=C(OC)C=C3)=C4[N+]1=C(/C=C/C5=CC(OC)=C(OC)C(OC)=C5)C(C=O)=C4/C=C/C6=CC(OC)=C(OC)C(OC)=C6)=C(/C=C/C7=CC(OC)=C(OC)C(OC)=C7)C(C=O)=C2/C=C/C8=CC(OC)=C(OC)C(OC)=C8,ClCCl,688
F[B-]1(F)N2C(C(C3=CC=C(C4=NC(C=CC=C5)=C5C=C4)S3)=C6[N+]1=C(/C=C/C7=CC=C(OC)C=C7)C=C6/C=C/C8=CC=C(OC)C=C8)=C(/C=C/C9=CC=C(OC)C=C9)C=C2/C=C/C%10=CC=C(OC)C=C%10,C1COCCO1,708
F[B-]1(F)N2C(C(C3=CC=C(I)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCCCC)C=C5)C=C4/C=C/C6=CC=C(OCCOCCOC)C=C6)=C(/C=C/C7=CC=C(N(C)C)C=C7)C=C2/C=C/C8=CC=C(OC)C=C8,C1COCCO1,700
F[B-]1(F)N2C(C(/C=C/C=C3N(C)C(C=CC=C4)=C4C\3(C)C)=C5[N+]1=C(C6=CC=CC=C6)C=C5)=CC=C2C7=CC=CC=C7,CC#N,671
F[B-]1(F)N2C(C(/C=C/C=C3N(C)C(C=CC=C4)=C4S\3)=C5[N+]1=C(C6=CC=CC=C6)C=C5)=CC=C2C7=CC=CC=C7,CC#N,683
F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC(C=CC=C5)=C5OC4CC6)C6=C3C7=CC=CC=C7)=C(C8=CC=CC=C8)C9=C2C%10=CC%11=C(C=CC=C%11)OC%10CC9,ClC(Cl)Cl,732
F[B-]1(F)N2C(C(C(F)(F)F)=C3[N+]1=C(C=C(C4=CC=C(OC)C=C4)O5)C5=C3)=CC6=C2C=C(C7=CC=C(OC)C=C7)O6,ClC(Cl)Cl,723
F[B-]1(F)N2C(C(C(F)(F)F)=C3[N+]1=C(C=C(C4=CC=C(OC)C=C4)S5)C5=C3)=CC6=C2C=C(C7=CC=C(OC)C=C7)S6,ClC(Cl)Cl,731
F[B-]1(F)N2C(C=C3[N+]1=C(C(NC=C4C(C)C)=C4C5=C6C=CC=C5)C6=C3C(C)C)=C(C(C)C)C7=C2C8=C(C(C(C)C)=CN8)C9=C7C=CC=C9,ClC(Cl)Cl,727
F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC=C(OC)C=C4)C5=C3C=CC(OC)=C5)=C(C=CC(OC)=C6)C6=C2C7=CC=C(OC)C=C7,ClCCl,673
F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC=C(CC)S4)C5=C3C=CC(OC)=C5)=C(C=CC(OC)=C6)C6=C2C7=CC=C(CC)S7,ClCCl,727
F[B-]1(F)N2C(C(C3=CC4C(OCCOCCOCCOCCO4)C=C3)=C5[N+]1=C(C)C6=C5C=CC=C6)=C(C=CC=C7)C7=C2/C=C/C8=CC=C(N(C)C)C=C8,CC#N,693
C(C1=C(C=CC=C2)C2=C3N1[B-]4(OC5=C6C=CC=C5)OC7=C3C=CC=C7)(C8=CC=CC=C8)=C9[N+]4=C6C%10=C9C=CC=C%10,ClCCl,711
F[B-]1(F)N2C(C=C3[N+]1=C(/C=C/C4=CC=C(OCC(OCC)=O)C=C4)C=C3C)=C(C=CC=C5)C5=C2C6=C(C)C=C(C)N6,ClCCl,680
F[B-]1(F)N2C(C(/C=C/C3=CC=C(OC(OCC)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCC(OCC)=O)C=C5)C=C4C)=C(C=CC=C6)C6=C2C7=C(C)C=C(C)N7,ClCCl,676
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=C(OC)C=C7,ClC(Cl)Cl,688
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(N(C)C)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=C(N(C)C)C=C7,ClC(Cl)Cl,799
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CS4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=CS7,ClCCl,718
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C=C3C5=CC=CS5)=C(C6=CC=CS6)C=C2C7=CC=CC=C7,ClCCl,683
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CS4)C=C3C5=CC=CS5)=C(C6=CC=CS6)C=C2C7=CC=CS7,ClCCl,742
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C7=C2C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,708
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4CC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,740
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4SC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=CC=C9)SC8,ClC(Cl)Cl,706
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4CC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,723
F[B-]1(F)N2C(N=C3[N+]1=C(C=CC4=C5C=CC=C4)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,715
COC1=CC2=C(C=C1)C3=CC(C4=CC=CC=C4)=C(N3[B-]5(OC6=C7C=CC(OC)=C6)O2)N=C8[N+]5=C7C=C8C9=CC=CC=C9,ClC(Cl)Cl,765
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=CC=C7,ClCCl,712
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(F)C=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(F)C=C7,ClCCl,713
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(N(C)C)C=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(N(C)C)C=C7,ClCCl,794
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(C)S4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(C)S7,ClCCl,793
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3C6=C(C=CC=C6)C=C5)=C(C(C=CC=C7)=C7C=C8)C8=C2C9=CC=CC=C9,ClCCl,737
F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3N=C(CC)C(CC)=N5)=C(N=C(CC)C(CC)=N6)C6=C2C7=CC=CC=C7,C1CCCO1,685
CC(C)(C)C1=CC2=CC=C3[N+]([B-](F)(F)N(C(C4=CC=C(OCCCCCCCC)C=C4)=C5C6=C(C7=CC=C(OCCCCCCCC)C=C7)N8C5=C(C#N)C9=CC=C(C=C(C(C)(C)C)C=C%10)C%10=[N+]9[B-]8(F)F)C6=C3C#N)=C2C=C1,ClC(Cl)Cl,754
CC(C)(C)C1=CC2=CC=C3[N+]([B-](C4=CC=CC=C4)(C5=CC=CC=C5)N(C(C6=CC=C(OCCCCCCCC)C=C6)=C7C8=C(C9=CC=C(OCCCCCCCC)C=C9)N%10C7=C(C#N)C%11=CC=C(C=C(C(C)(C)C)C=C%12)C%12=[N+]%11[B-]%10(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C8=C3C#N)=C2C=C1,ClC(Cl)Cl,819
CCC1=C(CC)C(C)=[N+]2C1=CC3=CC4=CC5=CC6=CC7=C(CC)C(CC)=C(C)N7[B-](F)(F)[N+]6=C5C=C4N3[B-]2(F)F,ClC(Cl)Cl,692
CCC1=C(C)N([B-](F)(F)[N+]2=C(C)C3=CC4=C(C)C5=CC6=C(CC)C(CC)=C(C)N6[B-](F)(F)[N+]5=C4C=C3C2=C7)C7=C1CC,ClC(Cl)Cl,758
